user_id,age_group,income_bracket,time_on_social_media_min,time_on_streaming_video_min,time_on_podcasts_min,monthly_conversions,customer_since_date,avg_monthly_spend,last_seen_days_ago,support_tickets_raised,churned_in_last_90_days
1337,25-34,Low,136,274,105,5,2023-01-01 14:21:02,52.72,29,2,False
1338,55+,High,155,269,179,0,2024-02-07 03:05:11,99.58,103,0,True
1339,45-54,Low,172,210,130,3,2024-01-23 20:00:41,27.86,15,0,False
1340,45-54,High,67,210,152,3,2025-04-02 21:31:42,101.17,48,0,False
1341,18-24,High,53,211,119,3,2022-01-23 18:25:13,105.98,12,4,False
1342,55+,Medium,216,140,103,4,2025-01-27 06:37:25,36.94,108,2,True
1343,25-34,Medium,205,281,80,2,2022-10-11 01:21:22,65.67,116,0,True
1344,55+,Medium,127,105,144,3,2022-07-11 13:02:15,70.51,70,0,False
1345,35-44,High,225,65,102,2,2025-03-13 06:11:06,145.92,82,0,False
1346,18-24,Low,237,145,74,1,2023-01-15 20:04:31,49.47,90,0,False
1347,18-24,High,78,113,110,3,2023-01-05 03:40:46,95.63,30,0,False
1348,45-54,Low,49,54,215,4,2025-05-10 20:29:45,81.73,47,0,False
1349,55+,High,197,120,117,1,2023-03-17 10:40:28,53.61,71,0,False
1350,25-34,Medium,178,74,109,8,2022-03-05 14:59:49,41.74,43,0,False
1351,25-34,Low,97,187,123,2,2024-03-22 17:24:08,68.74,54,0,False
1352,35-44,High,67,150,138,6,2025-03-18 22:53:19,133.84,9,3,False
1353,55+,High,225,280,72,1,2021-12-24 08:43:49,76.34,115,0,True
1354,35-44,High,34,198,79,6,2021-10-30 01:15:52,120.91,10,1,False
1355,18-24,Low,53,118,141,8,2022-09-22 03:06:17,60.36,4,0,False
1356,45-54,Medium,210,292,74,2,2025-04-04 10:40:41,10.0,62,1,False
1357,18-24,Low,140,171,127,3,2023-03-23 08:03:33,41.92,17,0,False
1358,25-34,High,171,165,173,4,2025-04-02 10:47:18,88.44,72,2,False
1359,18-24,Medium,241,64,0,1,2024-01-08 00:02:40,57.49,28,0,False
1360,18-24,Low,218,187,143,4,2022-06-29 21:16:55,58.05,59,0,False
1361,25-34,High,75,191,158,4,2023-10-21 10:24:42,103.82,40,0,False
1362,35-44,High,195,42,43,8,2023-03-13 03:28:53,120.85,23,0,False
1363,35-44,Low,66,9,217,0,2025-04-14 09:02:30,63.99,18,0,False
1364,25-34,Low,80,271,92,2,2024-01-17 03:46:14,10.0,50,1,False
1365,45-54,Low,32,215,190,0,2024-06-23 01:04:13,40.83,102,1,True
1366,35-44,High,36,204,99,2,2023-09-06 10:42:13,120.38,88,3,False
1367,25-34,Medium,232,155,22,3,2022-06-14 06:02:53,29.86,109,0,True
1368,18-24,Medium,157,153,85,4,2024-09-09 11:27:41,54.94,87,0,False
1369,25-34,Low,153,278,87,5,2025-06-27 17:31:00,47.75,20,4,False
1370,35-44,Medium,201,31,68,5,2022-06-15 22:50:52,91.23,11,0,False
1371,45-54,Low,77,44,148,2,2024-03-05 05:25:46,72.22,67,0,False
1372,45-54,Medium,216,17,215,4,2021-10-29 16:10:32,50.72,17,0,False
1373,18-24,High,253,315,42,2,2023-10-24 06:10:05,89.71,108,0,True
1374,18-24,Medium,112,69,116,6,2024-01-01 16:14:34,10.0,87,4,False
1375,18-24,Medium,48,71,130,10,2024-10-12 17:18:25,36.24,89,0,False
1376,18-24,Low,111,213,109,5,2024-01-06 16:43:03,39.35,90,1,False
1377,55+,Medium,229,230,124,4,2021-10-18 07:44:04,15.23,108,3,True
1378,25-34,Low,45,155,147,1,2022-08-24 19:46:15,38.31,99,1,False
1379,55+,Medium,57,197,154,0,2023-02-11 09:11:58,66.49,68,0,False
1380,18-24,Low,222,147,20,7,2021-09-30 20:26:07,59.29,76,0,False
1381,55+,Medium,223,258,53,10,2023-03-14 20:45:55,38.41,103,0,True
1382,35-44,Low,145,205,187,1,2022-04-03 07:31:33,49.01,84,1,False
1383,55+,Medium,72,38,110,4,2022-10-19 13:30:48,87.45,52,1,False
1384,18-24,Medium,102,243,169,6,2023-05-22 06:46:23,29.58,77,0,False
1385,45-54,High,207,139,169,7,2021-08-08 20:09:27,99.07,116,0,True
1386,55+,Low,31,242,180,4,2025-01-08 22:26:08,10.0,43,0,False
1387,18-24,Low,186,174,150,3,2024-06-22 02:21:32,56.93,110,0,True
1388,55+,Medium,240,148,64,3,2024-08-28 03:15:00,25.77,23,0,False
1389,55+,Medium,154,170,112,8,2025-06-19 03:58:10,74.23,83,4,False
1390,35-44,Medium,164,182,211,6,2024-11-18 22:49:15,71.14,39,0,False
1391,35-44,High,162,143,75,3,2025-01-22 22:21:57,115.75,68,0,False
1392,18-24,High,234,220,8,2,2025-04-29 09:06:30,117.08,40,0,False
1393,25-34,High,105,37,37,4,2022-02-22 23:14:33,106.18,44,0,False
1394,45-54,High,159,265,40,9,2023-08-22 23:08:52,79.1,76,0,False
1395,45-54,Medium,75,125,129,3,2021-11-23 07:03:31,37.05,70,4,False
1396,25-34,Medium,34,210,167,12,2024-12-15 11:52:35,48.46,42,0,False
1397,45-54,High,141,136,111,2,2023-12-22 06:46:47,104.65,45,0,False
1398,18-24,Medium,150,60,5,11,2022-05-19 04:33:08,34.27,112,0,True
1399,35-44,Medium,119,217,205,4,2022-08-19 04:18:25,67.31,43,0,False
1400,25-34,Medium,178,119,86,4,2025-06-17 05:42:40,46.88,25,0,False
1401,55+,Medium,109,114,68,5,2024-07-17 07:50:04,39.31,31,0,False
1402,55+,High,129,83,149,5,2021-10-16 18:44:38,82.31,70,0,False
1403,55+,Low,174,273,146,7,2025-06-06 14:12:17,21.35,19,1,False
1404,18-24,High,256,64,166,2,2022-03-05 18:41:19,116.78,46,1,False
1405,18-24,Medium,92,219,138,5,2022-07-03 22:13:38,51.4,14,0,False
1406,35-44,Low,203,270,126,8,2023-05-22 11:32:48,77.89,43,1,False
1407,55+,Medium,172,109,172,6,2022-02-14 11:52:21,16.13,22,0,False
1408,18-24,Medium,115,34,166,2,2021-09-28 21:57:01,37.12,9,1,False
1409,18-24,Medium,110,228,29,7,2023-05-25 08:55:29,39.24,73,0,False
1410,18-24,Low,230,34,148,7,2024-11-27 16:22:30,74.9,76,3,False
1411,35-44,Low,232,130,77,8,2023-10-21 06:31:42,89.7,45,0,False
1412,55+,Low,194,170,64,7,2023-01-12 16:48:01,32.23,76,0,False
1413,18-24,High,154,73,154,2,2023-07-23 23:18:26,51.84,33,1,False
1414,35-44,High,21,120,55,2,2024-01-22 19:51:42,137.58,21,0,False
1415,35-44,High,47,130,142,6,2021-10-21 19:17:56,97.73,54,0,False
1416,18-24,High,62,310,77,13,2024-11-29 15:11:47,92.19,39,0,False
1417,18-24,Medium,248,51,149,5,2024-12-04 07:54:56,35.66,48,0,False
1418,45-54,Low,185,204,131,6,2022-10-03 17:03:45,29.51,63,2,False
1419,55+,High,171,214,75,3,2025-02-07 08:49:14,93.16,83,1,False
1420,45-54,High,162,178,80,3,2023-04-13 23:10:07,75.39,7,0,False
1421,18-24,High,122,218,62,8,2025-05-22 07:16:17,106.21,20,0,False
1422,25-34,Medium,68,266,90,6,2023-05-24 07:01:15,51.11,112,0,True
1423,45-54,High,202,37,80,9,2021-11-02 16:15:08,75.32,59,0,False
1424,55+,Medium,42,5,167,5,2022-05-18 20:11:52,16.85,70,0,False
1425,55+,High,24,245,144,11,2024-03-18 00:34:44,95.84,66,1,False
1426,35-44,Medium,34,228,183,4,2022-12-02 06:39:07,59.12,103,0,True
1427,25-34,Medium,237,50,177,6,2024-06-01 12:22:56,47.24,37,1,False
1428,45-54,Medium,70,178,125,5,2022-10-23 23:37:16,22.67,27,0,False
1429,55+,Low,61,47,140,0,2025-06-30 08:52:03,49.98,47,0,False
1430,55+,High,239,221,140,3,2022-10-20 13:30:40,104.3,24,0,False
1431,45-54,Medium,155,207,81,5,2023-10-08 00:09:46,33.05,106,0,True
1432,45-54,High,38,108,217,9,2024-01-25 12:06:52,112.08,79,0,False
1433,55+,High,86,250,123,5,2025-02-17 16:05:49,83.19,66,0,False
1434,35-44,Low,188,162,72,0,2022-05-03 16:48:46,92.68,113,3,True
1435,45-54,Low,59,250,164,5,2025-02-04 06:03:30,36.75,43,0,False
1436,55+,Medium,192,28,50,9,2023-05-21 06:12:01,29.22,28,1,False
1437,35-44,Medium,187,228,48,4,2025-04-15 06:03:59,30.04,73,0,False
1438,35-44,High,163,57,99,0,2022-12-29 11:22:29,99.71,74,1,False
1439,35-44,Medium,170,69,101,6,2025-06-12 09:26:25,81.14,113,0,True
1440,45-54,High,20,304,48,6,2024-06-08 13:52:43,86.82,111,0,True
1441,45-54,Medium,164,28,150,7,2023-09-19 03:28:46,48.78,81,0,False
1442,55+,Low,205,98,100,4,2025-06-15 00:20:25,44.38,58,2,False
1443,35-44,High,157,66,161,2,2023-08-25 13:53:51,138.36,63,0,False
1444,18-24,High,258,322,21,9,2022-09-28 16:04:48,103.03,73,0,False
1445,45-54,High,101,320,176,4,2023-08-08 16:52:17,75.23,25,1,False
1446,18-24,Low,106,39,60,4,2022-06-16 01:20:33,57.65,118,1,True
1447,35-44,Medium,227,94,211,0,2021-07-21 21:05:23,80.13,33,0,False
1448,35-44,Medium,33,155,127,3,2022-08-07 14:52:50,64.31,12,0,False
1449,25-34,Low,57,29,40,7,2025-02-18 11:19:24,51.98,79,4,False
1450,55+,High,221,197,120,5,2021-10-06 03:39:09,74.93,101,1,True
1451,55+,High,172,293,168,7,2023-04-12 13:15:16,55.55,77,0,False
1452,25-34,Low,119,283,164,4,2024-08-14 23:14:43,55.45,68,0,False
1453,18-24,Low,38,291,97,3,2023-12-24 18:28:01,37.85,36,3,False
1454,18-24,Medium,158,268,104,5,2023-01-14 14:46:57,45.2,75,2,False
1455,35-44,Medium,85,45,175,3,2024-11-29 10:26:41,56.67,75,0,False
1456,55+,Medium,162,113,33,4,2023-01-22 15:22:44,38.67,21,0,False
1457,55+,Medium,33,13,114,6,2022-10-19 03:14:31,54.28,89,2,False
1458,35-44,Medium,172,190,64,2,2021-08-27 19:46:29,77.49,75,4,False
1459,55+,Low,75,70,83,6,2022-02-02 12:30:29,10.0,118,0,True
1460,25-34,Medium,255,298,146,5,2023-11-06 07:14:47,54.42,60,1,False
1461,45-54,High,129,255,182,9,2024-12-29 21:20:09,79.92,64,1,False
1462,45-54,Low,133,44,129,3,2025-03-26 21:09:59,36.88,29,4,False
1463,45-54,Medium,197,13,171,6,2022-08-17 00:55:59,40.85,45,2,False
1464,25-34,Low,146,160,155,7,2022-11-15 03:46:58,21.02,28,0,False
1465,18-24,High,225,225,102,12,2024-02-10 01:56:39,61.22,86,0,False
1466,45-54,High,186,141,135,8,2024-12-25 22:34:49,71.71,53,1,False
1467,35-44,Low,91,269,144,7,2023-11-05 00:00:13,61.83,52,0,False
1468,35-44,High,143,55,51,2,2023-04-15 21:32:49,98.01,6,2,False
1469,55+,Low,145,188,44,8,2023-11-08 11:45:48,25.41,76,3,False
1470,35-44,Medium,58,214,158,2,2022-11-29 08:22:03,89.11,64,3,False
1471,55+,Low,158,160,143,8,2024-11-10 22:41:28,67.6,28,0,False
1472,35-44,Medium,42,189,210,7,2021-10-03 13:07:13,70.72,44,0,False
1473,35-44,High,234,109,97,3,2022-10-29 05:05:24,129.99,67,0,False
1474,45-54,Medium,65,101,215,0,2024-12-27 18:28:43,52.59,63,0,False
1475,45-54,Low,83,151,64,6,2021-11-12 17:05:28,73.37,116,0,True
1476,18-24,High,245,317,52,2,2021-11-17 02:40:14,112.57,1,0,False
1477,25-34,Medium,226,193,61,0,2023-12-04 12:00:40,61.21,112,1,True
1478,18-24,Low,62,226,7,6,2024-09-01 06:28:39,61.44,81,0,False
1479,55+,Low,235,274,104,0,2023-01-31 23:03:20,33.3,10,0,False
1480,25-34,High,156,123,100,2,2024-08-28 14:21:09,100.44,25,0,False
1481,25-34,Medium,197,122,53,4,2021-07-07 07:08:13,10.0,4,0,False
1482,18-24,Low,253,153,79,3,2022-01-22 05:01:46,73.76,26,0,False
1483,55+,Low,102,213,64,10,2025-03-03 10:37:07,31.21,40,1,False
1484,45-54,Low,107,52,86,10,2024-02-20 07:24:08,20.41,35,0,False
1485,18-24,High,136,56,131,5,2022-12-14 09:58:10,75.65,105,0,True
1486,25-34,Low,124,140,54,2,2024-09-11 04:23:03,22.8,5,0,False
1487,25-34,Low,98,209,75,6,2023-01-02 04:09:13,64.36,48,1,False
1488,45-54,Medium,203,10,156,0,2022-05-16 14:36:05,18.24,64,2,False
1489,55+,Low,229,212,61,4,2023-12-29 15:11:52,10.0,93,0,False
1490,35-44,Medium,87,12,45,8,2022-10-06 22:17:14,36.86,110,4,True
1491,45-54,Medium,215,17,125,2,2022-01-19 08:13:05,20.57,38,0,False
1492,45-54,High,19,268,121,6,2025-01-08 00:46:43,51.89,119,0,True
1493,45-54,Medium,220,270,183,1,2023-04-16 06:15:47,48.63,70,0,False
1494,55+,High,236,282,86,8,2023-10-03 11:30:05,89.11,27,0,False
1495,25-34,Medium,225,139,163,7,2023-06-02 17:11:57,41.47,118,0,True
1496,25-34,Medium,248,232,74,4,2023-06-24 04:26:55,25.11,69,1,False
1497,18-24,High,51,37,78,2,2022-03-08 07:43:29,102.73,58,0,False
1498,45-54,Medium,98,285,119,7,2023-04-21 10:52:31,46.71,26,0,False
1499,45-54,High,95,330,219,6,2023-10-06 23:37:50,87.63,73,0,False
1500,25-34,Low,259,91,7,6,2021-08-30 22:33:06,14.88,106,0,True
1501,35-44,High,141,327,169,0,2025-03-07 01:58:17,118.77,118,0,True
1502,55+,Medium,169,139,175,7,2025-03-07 00:27:27,74.77,59,0,False
1503,18-24,Medium,195,152,59,7,2024-04-03 14:20:27,38.25,118,1,True
1504,45-54,High,67,190,175,4,2025-04-03 03:34:56,109.74,69,4,False
1505,35-44,Low,131,251,160,4,2022-02-26 18:43:29,71.42,71,0,False
1506,25-34,Low,129,200,58,5,2023-08-01 10:01:32,41.58,107,1,True
1507,35-44,Low,201,79,74,6,2021-07-11 17:51:32,69.49,78,2,False
1508,55+,High,144,94,92,2,2025-01-16 09:16:34,95.47,9,0,False
1509,18-24,Low,237,123,54,2,2022-03-12 08:47:09,10.0,44,0,False
1510,18-24,Low,232,111,108,5,2024-02-16 06:58:14,10.0,79,0,False
1511,35-44,Low,47,175,59,6,2024-07-22 03:15:35,71.7,3,2,False
1512,45-54,Low,76,54,206,2,2023-10-13 06:33:55,56.95,32,0,False
1513,35-44,High,53,48,79,1,2022-10-03 10:53:00,108.02,79,0,False
1514,25-34,Low,146,19,72,9,2022-11-06 21:22:52,37.06,92,0,False
1515,55+,High,63,52,104,5,2023-12-27 04:51:05,57.5,74,4,False
1516,35-44,Medium,45,112,205,1,2021-09-18 16:16:22,61.59,37,0,False
1517,55+,Medium,140,280,38,7,2024-07-14 18:49:40,46.53,24,1,False
1518,55+,Medium,156,157,12,5,2025-03-06 14:39:36,42.49,96,3,True
1519,45-54,Low,156,89,128,0,2024-12-25 04:34:54,10.0,13,1,False
1520,35-44,Low,201,290,122,8,2023-10-16 17:22:19,83.2,115,3,True
1521,25-34,High,73,241,93,7,2022-05-24 23:28:59,88.11,37,0,False
1522,35-44,High,53,72,129,10,2022-05-27 09:25:25,96.27,90,1,False
1523,18-24,Medium,182,15,89,9,2024-01-03 01:44:53,21.54,65,2,False
1524,55+,Medium,57,22,145,8,2024-03-12 07:20:25,24.84,10,0,False
1525,55+,Medium,150,81,164,6,2022-11-23 18:30:03,87.96,39,1,False
1526,18-24,High,134,299,63,3,2023-04-07 03:38:21,103.06,113,0,True
1527,25-34,Low,155,55,122,7,2025-01-13 03:28:59,64.73,102,3,True
1528,55+,High,151,169,33,8,2025-04-11 06:58:09,84.77,94,4,True
1529,25-34,High,230,144,8,2,2022-04-16 10:58:39,87.07,15,0,False
1530,18-24,Low,59,117,108,5,2023-09-18 21:32:10,51.46,117,1,True
1531,18-24,Medium,115,220,132,3,2023-07-01 10:43:20,36.92,50,0,False
1532,45-54,High,118,215,63,2,2023-08-22 15:23:47,121.37,54,0,False
1533,18-24,High,130,221,90,5,2025-01-01 02:22:30,100.88,7,0,False
1534,35-44,High,211,133,127,2,2024-02-15 11:30:26,114.82,119,0,True
1535,55+,Low,182,136,130,2,2025-06-07 10:16:35,35.99,115,0,True
1536,18-24,Low,195,96,62,0,2022-03-18 04:39:34,36.28,102,0,True
1537,35-44,Low,235,298,70,4,2024-10-16 19:39:50,77.07,72,0,False
1538,55+,Medium,155,39,173,5,2025-01-14 16:33:33,57.77,9,0,False
1539,35-44,Low,86,223,143,6,2025-03-22 19:02:22,89.85,21,0,False
1540,35-44,Low,151,279,136,1,2023-05-05 07:53:07,94.42,63,1,False
1541,25-34,Medium,158,65,84,3,2022-03-27 20:18:09,59.68,11,1,False
1542,45-54,High,111,275,167,6,2024-05-25 07:50:04,67.33,21,0,False
1543,45-54,Low,103,284,86,2,2022-07-30 01:39:04,55.85,70,0,False
1544,45-54,High,144,185,158,7,2023-06-17 21:41:30,98.38,91,3,True
1545,25-34,Low,44,271,141,0,2023-02-06 23:22:38,25.2,91,4,True
1546,35-44,Medium,213,186,86,1,2024-05-19 23:20:45,62.44,8,0,False
1547,25-34,Low,51,178,99,5,2023-07-25 15:50:23,33.29,103,0,True
1548,18-24,High,214,53,11,2,2022-03-04 10:22:03,68.32,16,2,False
1549,45-54,Low,120,75,90,13,2025-01-28 04:22:58,30.98,27,2,False
1550,45-54,Medium,106,269,111,2,2024-01-24 15:00:28,46.43,51,0,False
1551,18-24,Low,51,145,175,5,2022-03-21 11:06:31,34.52,104,0,True
1552,18-24,High,181,234,85,2,2024-01-13 13:20:21,113.56,118,0,True
1553,25-34,High,164,49,135,4,2022-10-15 00:03:05,93.58,84,0,False
1554,55+,Medium,192,219,122,7,2025-06-28 13:13:25,37.33,84,1,False
1555,25-34,Low,239,295,134,0,2024-02-10 09:50:07,58.19,107,0,True
1556,25-34,Medium,127,113,150,6,2022-09-19 20:07:37,64.18,39,1,False
1557,18-24,Medium,73,78,97,3,2023-11-11 04:27:16,41.43,46,2,False
1558,45-54,High,97,169,58,5,2025-05-28 22:59:54,88.7,99,0,False
1559,35-44,Low,51,154,170,4,2022-08-20 15:43:52,34.64,22,0,False
1560,25-34,Medium,122,22,31,3,2024-08-08 07:17:08,54.49,63,0,False
1561,55+,High,36,139,47,6,2022-07-14 09:43:43,102.09,12,1,False
1562,55+,Low,77,268,115,0,2023-02-10 01:01:33,27.82,89,0,False
1563,25-34,Low,260,33,94,3,2022-05-19 03:46:17,25.28,75,0,False
1564,18-24,High,40,229,133,7,2023-10-07 10:00:51,106.65,20,0,False
1565,18-24,Medium,158,9,4,8,2021-12-07 09:24:57,47.24,99,1,False
1566,35-44,Low,98,171,199,10,2023-10-02 12:52:20,68.55,64,1,False
1567,25-34,Low,189,104,11,5,2025-06-18 09:41:39,67.02,41,4,False
1568,18-24,High,238,323,51,6,2024-07-01 20:05:32,79.29,105,1,True
1569,45-54,High,109,144,207,1,2023-04-11 06:44:56,78.63,11,1,False
1570,18-24,Medium,208,102,130,5,2023-05-01 03:52:40,50.88,78,0,False
1571,45-54,Medium,137,38,82,5,2025-05-25 07:44:24,61.83,115,4,True
1572,45-54,Medium,168,119,206,5,2025-04-11 14:13:46,32.47,4,2,False
1573,18-24,Medium,190,97,36,9,2021-08-28 10:33:49,59.06,117,0,True
1574,45-54,Medium,16,5,64,1,2025-04-23 01:09:42,14.25,92,1,False
1575,35-44,Medium,72,55,46,5,2025-05-13 11:31:17,40.8,55,0,False
1576,45-54,Low,106,179,151,2,2024-04-12 20:46:14,32.3,42,0,False
1577,55+,Low,104,263,132,6,2023-06-29 04:20:57,35.99,27,0,False
1578,45-54,High,121,120,98,1,2022-04-29 02:06:50,84.19,40,1,False
1579,18-24,High,134,265,165,4,2022-10-15 07:23:34,122.91,89,1,False
1580,45-54,Low,53,51,71,3,2021-07-27 18:43:16,56.71,55,0,False
1581,35-44,High,213,146,79,3,2023-07-29 11:18:06,107.86,9,0,False
1582,55+,Low,187,111,14,6,2021-10-23 08:42:25,10.0,34,0,False
1583,35-44,Medium,121,32,134,11,2023-07-02 23:13:13,96.54,1,0,False
1584,45-54,Medium,231,46,178,5,2023-04-09 03:59:19,35.81,98,2,True
1585,25-34,Medium,32,195,110,3,2021-07-03 19:31:06,52.0,31,0,False
1586,25-34,Medium,30,43,35,0,2023-10-22 22:44:07,80.01,41,0,False
1587,45-54,Low,97,177,183,0,2023-01-29 18:15:34,49.38,89,0,False
1588,45-54,Low,96,297,198,2,2022-01-09 10:40:48,51.2,97,2,True
1589,18-24,Medium,229,144,18,5,2024-12-13 21:18:40,43.46,100,0,False
1590,35-44,Medium,161,300,79,4,2022-05-10 06:36:37,71.49,51,0,False
1591,55+,Medium,51,212,118,9,2025-03-12 05:46:19,54.7,56,0,False
1592,45-54,Low,207,175,213,5,2022-11-08 04:44:26,52.63,10,0,False
1593,25-34,Low,80,193,84,7,2022-02-15 18:36:22,72.71,27,0,False
1594,25-34,Low,222,38,47,2,2022-06-16 18:39:22,48.51,85,3,False
1595,25-34,Medium,47,140,87,7,2024-11-09 02:40:48,25.39,56,1,False
1596,25-34,Medium,179,210,33,10,2022-02-11 03:11:49,13.68,116,0,True
1597,55+,Medium,43,181,156,3,2024-05-06 15:42:14,23.54,44,4,False
1598,35-44,Low,179,213,132,8,2025-03-26 14:12:53,69.69,18,0,False
1599,55+,High,153,110,28,5,2023-10-18 01:06:19,47.15,119,0,True
1600,55+,Medium,69,166,167,7,2023-10-16 12:39:55,23.82,8,0,False
1601,35-44,High,107,183,48,5,2024-09-13 10:44:05,98.11,119,0,True
1602,45-54,High,192,135,207,5,2023-03-06 20:09:12,89.06,11,0,False
1603,55+,Medium,190,148,167,4,2025-03-03 18:04:27,12.75,42,1,False
1604,35-44,High,147,236,55,1,2023-07-16 01:44:49,99.01,72,0,False
1605,45-54,High,164,319,220,0,2023-10-27 08:33:43,91.35,100,0,False
1606,45-54,Medium,235,266,51,3,2022-12-11 12:22:09,40.39,14,1,False
1607,25-34,Medium,162,280,168,2,2023-08-11 03:17:22,34.82,82,0,False
1608,35-44,Low,184,273,93,8,2021-12-17 06:01:28,41.39,46,0,False
1609,45-54,Low,64,221,67,2,2024-12-27 19:27:32,52.92,118,2,True
1610,55+,Low,66,56,109,3,2022-12-05 13:36:07,63.3,43,3,False
1611,18-24,High,171,251,67,6,2023-01-27 10:56:00,118.42,84,0,False
1612,25-34,High,79,250,119,3,2024-01-31 17:15:41,112.43,28,0,False
1613,45-54,Medium,68,28,104,5,2022-02-27 02:16:53,40.18,13,3,False
1614,35-44,Low,199,226,80,6,2024-12-29 07:15:37,50.43,57,0,False
1615,25-34,Medium,203,47,18,4,2022-03-30 03:15:19,63.53,91,0,False
1616,55+,Low,240,125,16,6,2021-07-08 13:29:56,72.5,37,0,False
1617,55+,Medium,73,59,21,0,2023-09-02 18:39:32,62.9,120,0,True
1618,18-24,High,42,129,29,1,2022-09-06 23:49:45,108.95,11,2,False
1619,18-24,Medium,94,27,0,10,2025-04-27 00:43:41,64.71,60,0,False
1620,25-34,High,242,141,113,6,2023-11-21 07:26:57,107.7,58,4,False
1621,25-34,Medium,31,201,91,7,2023-12-28 21:03:20,30.07,76,2,False
1622,18-24,High,63,279,85,2,2023-04-14 03:49:07,89.39,90,0,False
1623,55+,Medium,25,92,5,4,2025-04-25 02:54:24,37.61,61,0,False
1624,18-24,Low,147,39,95,3,2022-10-17 17:17:55,34.49,58,1,False
1625,18-24,Medium,228,206,148,5,2022-09-27 11:57:03,43.17,29,1,False
1626,45-54,High,129,143,49,4,2024-06-09 05:03:59,89.5,62,0,False
1627,35-44,Low,141,123,77,1,2023-08-14 22:09:35,96.04,14,1,False
1628,55+,Low,56,230,89,8,2022-08-06 20:52:26,42.95,115,0,True
1629,18-24,Medium,66,98,155,10,2024-08-03 01:12:23,34.51,18,3,False
1630,45-54,Low,122,137,143,0,2022-04-09 15:52:34,33.34,29,0,False
1631,25-34,High,218,68,117,1,2025-02-08 02:21:30,66.96,79,4,False
1632,25-34,High,54,313,80,0,2025-01-17 08:22:39,95.6,65,1,False
1633,55+,Medium,193,228,148,5,2024-09-17 12:39:12,33.35,57,0,False
1634,35-44,High,191,71,62,4,2024-05-29 06:08:37,129.8,51,0,False
1635,18-24,Low,240,258,1,0,2023-02-12 07:37:17,68.55,26,0,False
1636,35-44,High,143,305,164,0,2021-08-10 22:38:53,108.69,120,1,True
1637,45-54,High,211,35,210,2,2025-03-18 06:30:37,106.43,11,0,False
1638,25-34,High,30,106,25,4,2022-03-30 21:59:41,67.55,120,0,True
1639,35-44,Low,190,251,114,5,2022-05-28 17:01:44,91.74,71,1,False
1640,55+,Low,224,232,178,4,2022-12-31 23:21:32,35.0,22,0,False
1641,55+,Low,151,62,144,8,2023-01-08 04:51:24,35.08,97,0,False
1642,25-34,Medium,127,197,19,0,2022-02-10 00:48:05,45.1,1,1,False
1643,18-24,High,108,124,115,3,2024-12-28 19:16:16,86.97,49,0,False
1644,55+,Medium,169,16,10,2,2021-10-13 22:28:23,10.0,94,1,False
1645,45-54,Medium,238,235,146,3,2024-08-21 19:29:35,43.04,101,2,True
1646,25-34,Medium,107,63,159,6,2023-12-13 22:00:11,34.68,60,0,False
1647,35-44,Medium,89,63,95,7,2023-07-11 17:38:10,28.15,9,0,False
1648,45-54,Medium,240,56,59,6,2023-01-07 04:15:32,44.68,2,0,False
1649,25-34,Low,89,119,136,3,2024-08-17 17:27:51,47.14,118,2,True
1650,55+,Medium,198,101,92,8,2024-10-17 22:55:53,22.45,106,4,True
1651,18-24,Medium,61,215,134,4,2024-10-04 15:54:05,40.82,56,3,False
1652,18-24,Low,164,86,140,3,2024-03-10 05:26:54,12.84,49,1,False
1653,45-54,Medium,197,79,118,2,2025-03-12 16:51:03,10.0,58,3,False
1654,35-44,High,189,63,147,5,2021-12-24 06:57:45,117.49,59,0,False
1655,35-44,Medium,120,162,163,6,2024-02-22 12:28:30,74.55,69,0,False
1656,45-54,Medium,59,241,215,9,2023-05-28 00:23:34,16.56,62,0,False
1657,35-44,Low,146,49,45,0,2024-09-06 11:39:30,94.53,78,0,False
1658,18-24,Medium,74,64,56,5,2025-01-04 05:03:33,31.3,1,0,False
1659,55+,High,117,287,131,7,2021-12-01 07:49:46,75.34,53,0,False
1660,25-34,High,205,269,111,6,2022-06-20 13:56:11,70.44,59,4,False
1661,55+,Low,240,156,155,0,2023-10-06 18:05:12,14.4,80,0,False
1662,45-54,High,28,141,72,8,2022-12-19 00:54:15,96.29,88,1,False
1663,45-54,Low,69,29,77,4,2024-01-25 03:33:07,28.95,55,0,False
1664,18-24,Medium,236,151,125,2,2023-07-28 07:19:58,60.48,116,0,True
1665,18-24,Low,251,141,122,3,2023-01-03 04:47:20,38.57,51,0,False
1666,25-34,Medium,96,46,137,1,2022-01-15 15:11:10,25.26,31,0,False
1667,35-44,Low,133,112,132,5,2025-02-07 10:24:46,80.05,44,1,False
1668,25-34,Medium,72,119,159,0,2022-07-04 14:27:15,50.12,75,0,False
1669,35-44,High,221,78,215,4,2023-05-30 13:52:06,134.05,79,0,False
1670,55+,Medium,57,65,123,4,2023-12-21 09:52:10,45.94,35,1,False
1671,25-34,Low,246,284,8,9,2025-03-27 15:38:21,45.45,110,1,True
1672,55+,Medium,224,131,111,4,2025-02-24 21:26:22,77.74,102,0,True
1673,55+,High,29,274,43,7,2021-08-28 19:24:50,123.33,111,0,True
1674,18-24,Low,161,55,45,8,2023-01-10 01:49:12,21.64,24,0,False
1675,35-44,High,126,233,73,5,2025-04-29 18:15:15,94.6,91,1,False
1676,35-44,Low,217,290,80,0,2022-01-28 16:48:03,49.28,95,3,True
