user_id,age_group,income_bracket,time_on_social_media_min,time_on_streaming_video_min,time_on_podcasts_min,monthly_conversions,customer_since_date,avg_monthly_spend,last_seen_days_ago,support_tickets_raised,churned_in_last_90_days,partner_purchase_categories,traveler_type,household_size,education_level,homeowner_status,offline_purchase_intent
1535,45-54,High,160,49,51,0,2022-03-13 16:31:06,94.09,1,0,False,"Books, Apparel",Unknown,4,PhD,Rent,Planning Vacation
1536,35-44,Medium,72,151,142,1,2023-07-31 13:21:00,68.43,84,2,False,"Groceries, Fitness",Business,4,Masters Degree,Own,In-Market for Car
1537,25-34,Low,162,236,75,3,2024-12-12 19:19:19,46.56,28,0,False,Groceries,Backpacker,1,Masters Degree,Rent,None
1538,35-44,High,131,46,93,0,2024-03-08 13:27:43,124.96,51,0,False,Home Goods,Unknown,3,High School,Own,In-Market for Car
1539,45-54,High,184,167,52,0,2022-08-24 11:51:06,102.49,113,0,True,"Fitness, Groceries",Unknown,4,Masters Degree,Own,None
1540,45-54,Low,183,67,80,10,2022-10-05 20:17:51,24.75,64,2,False,Home Goods,Unknown,4,PhD,Own,None
1541,45-54,High,165,56,138,2,2025-03-10 22:44:50,82.56,84,0,False,Home Goods,Unknown,4,Bachelors Degree,Own,None
1542,45-54,Low,201,213,114,0,2021-10-20 02:36:13,46.62,73,2,False,"Books, Electronics",Family,1,PhD,Own,None
1543,45-54,Medium,33,251,199,4,2022-10-19 04:34:41,49.05,4,4,False,"Groceries, Apparel",Business,2,PhD,Own,None
1544,25-34,High,125,216,170,8,2022-04-03 19:18:09,41.32,26,1,False,Groceries,Family,5,PhD,Rent,None
1545,45-54,Low,234,104,48,5,2022-01-21 13:14:37,47.51,75,2,False,Apparel,Unknown,1,High School,Rent,In-Market for Home
1546,18-24,High,124,304,30,1,2023-02-25 13:46:39,119.3,76,0,False,"Home Goods, Books",Business,5,High School,Own,None
1547,45-54,Low,15,59,97,0,2023-07-01 18:09:22,53.55,33,1,False,Home Goods,Leisure,2,High School,Rent,None
1548,45-54,Low,187,191,108,3,2025-03-05 15:16:28,29.94,6,0,False,"Fitness, Apparel",Unknown,1,PhD,Rent,None
1549,18-24,Low,231,160,121,3,2021-10-22 11:11:33,61.0,116,0,True,"Books, Home Goods",Unknown,4,Masters Degree,Own,None
1550,45-54,High,239,119,89,5,2022-12-26 19:07:13,73.74,52,0,False,"Apparel, Groceries",Family,5,Masters Degree,Rent,In-Market for Home
1551,25-34,Low,232,255,31,9,2025-04-11 22:36:34,37.12,25,0,False,"Groceries, Home Goods",Solo,5,Masters Degree,Own,Planning Vacation
1552,25-34,Medium,162,282,71,5,2024-09-30 23:36:56,65.17,32,1,False,"Electronics, Groceries",Unknown,1,High School,Own,None
1553,25-34,Low,176,223,5,3,2025-04-21 23:03:42,43.74,32,1,False,"Books, Electronics",Unknown,2,High School,Rent,None
1554,35-44,High,202,305,66,0,2022-01-07 05:57:33,99.23,84,3,False,"Home Goods, Electronics",Business,1,High School,Own,None
1555,35-44,Low,227,105,117,7,2022-10-05 15:30:27,80.87,59,2,False,Electronics,Unknown,1,High School,Own,None
1556,35-44,Low,199,30,188,3,2023-08-28 03:55:45,76.56,59,0,False,Groceries,Unknown,4,High School,Own,In-Market for Home
1557,25-34,High,34,216,176,7,2021-11-17 08:07:06,102.79,68,0,False,Apparel,Unknown,3,Masters Degree,Own,In-Market for Car
1558,55+,Medium,189,225,124,1,2023-09-16 16:46:39,12.56,98,0,False,"Groceries, Home Goods",Leisure,3,Bachelors Degree,Rent,None
1559,45-54,Low,218,10,217,10,2021-09-12 06:29:31,56.05,28,0,False,Groceries,Unknown,4,PhD,Rent,None
1560,25-34,High,80,86,158,4,2024-04-04 17:18:43,61.67,4,0,False,"Groceries, Electronics",Leisure,1,Masters Degree,Own,In-Market for Home
1561,55+,High,221,46,13,2,2022-11-10 21:51:08,93.34,22,3,False,"Fitness, Home Goods",Family,3,Masters Degree,Rent,None
1562,25-34,Low,142,59,99,3,2025-01-17 13:57:10,43.76,116,0,True,"Groceries, Home Goods",Business,3,High School,Own,Planning Vacation
1563,25-34,Medium,152,228,107,1,2025-04-26 00:56:52,56.53,48,0,False,Groceries,Leisure,2,PhD,Own,None
1564,45-54,High,162,263,110,4,2024-08-20 06:42:04,73.45,84,1,False,Home Goods,Backpacker,5,Bachelors Degree,Own,Seeking Insurance
1565,35-44,Low,187,294,151,7,2022-11-01 22:36:07,104.28,33,1,False,"Fitness, Groceries",Business,5,Masters Degree,Rent,In-Market for Car
1566,25-34,Medium,115,148,102,0,2025-06-16 01:23:00,38.95,51,0,False,Books,Family,1,Bachelors Degree,Rent,None
1567,25-34,Low,199,142,104,5,2024-03-12 18:24:38,31.47,83,1,False,"Books, Home Goods",Solo,1,Masters Degree,Own,None
1568,18-24,High,245,156,89,8,2024-07-19 08:02:27,71.35,2,0,False,Books,Business,3,PhD,Own,None
1569,18-24,High,108,58,104,5,2021-09-02 08:17:25,81.86,35,0,False,Books,Unknown,4,High School,Rent,Planning Vacation
1570,55+,Low,109,230,141,6,2024-01-26 19:51:11,83.66,52,0,False,Home Goods,Unknown,5,PhD,Own,None
1571,35-44,Low,76,84,161,12,2023-07-14 03:58:05,85.32,23,0,False,Fitness,Unknown,4,Masters Degree,Rent,None
1572,25-34,Low,260,123,21,9,2024-02-08 05:39:18,36.09,33,0,False,Electronics,Solo,5,PhD,Rent,None
1573,55+,Medium,223,246,142,3,2024-03-22 17:45:04,10.0,60,1,False,Groceries,Solo,1,Bachelors Degree,Own,None
1574,25-34,Low,129,217,6,4,2023-11-14 12:54:26,48.54,101,0,True,Books,Unknown,2,Bachelors Degree,Rent,Planning Vacation
1575,35-44,High,145,307,200,11,2024-06-30 16:00:56,108.78,117,1,True,Groceries,Family,1,Masters Degree,Rent,None
1576,45-54,High,64,112,42,2,2025-07-07 05:55:26,99.64,24,2,False,"Electronics, Home Goods",Solo,3,Masters Degree,Rent,None
1577,55+,Medium,153,138,26,5,2021-08-06 06:11:36,60.95,83,0,False,Books,Unknown,1,Masters Degree,Rent,Planning Vacation
1578,35-44,High,122,145,216,0,2022-08-13 13:36:38,121.07,41,0,False,"Groceries, Apparel",Unknown,4,High School,Rent,In-Market for Home
1579,55+,Low,160,240,89,7,2025-03-08 06:02:33,34.54,25,0,False,"Electronics, Books",Solo,2,Masters Degree,Own,None
1580,18-24,Medium,106,240,120,3,2025-06-06 15:00:08,61.13,9,0,False,"Groceries, Books",Solo,3,Bachelors Degree,Own,In-Market for Car
1581,35-44,Medium,70,252,84,8,2025-02-10 06:46:31,63.52,46,0,False,Electronics,Unknown,5,PhD,Own,In-Market for Home
1582,25-34,High,150,305,111,3,2024-07-29 09:39:21,90.41,45,0,False,"Home Goods, Groceries",Unknown,3,High School,Rent,In-Market for Home
1583,18-24,High,174,195,27,0,2022-01-31 05:34:44,64.41,89,0,False,"Groceries, Apparel",Leisure,1,PhD,Rent,None
1584,45-54,Medium,35,102,85,3,2022-10-18 08:44:30,69.39,106,2,True,"Home Goods, Books",Unknown,1,High School,Own,None
1585,18-24,High,69,254,133,5,2023-11-20 15:35:02,72.14,51,0,False,Electronics,Unknown,3,High School,Own,None
1586,35-44,Medium,68,279,95,4,2022-08-14 06:49:20,81.9,61,0,False,Home Goods,Backpacker,4,PhD,Own,In-Market for Car
1587,18-24,Medium,96,90,125,3,2021-10-18 04:48:52,46.15,87,2,False,Books,Unknown,1,Bachelors Degree,Own,Planning Vacation
1588,18-24,Medium,74,263,77,3,2021-09-15 09:08:11,34.23,104,0,True,"Fitness, Books",Business,3,High School,Own,None
1589,35-44,High,108,318,189,3,2025-03-13 15:35:31,132.29,42,3,False,Groceries,Leisure,2,High School,Own,None
1590,55+,Low,27,24,69,4,2022-06-30 23:32:15,67.93,106,0,True,"Apparel, Groceries",Backpacker,3,PhD,Own,Seeking Insurance
1591,18-24,High,160,137,142,7,2023-08-20 00:12:29,124.43,80,3,False,Home Goods,Leisure,2,High School,Rent,None
1592,18-24,Low,194,281,47,3,2024-05-23 01:55:30,10.0,77,0,False,"Books, Electronics",Family,4,Masters Degree,Own,Seeking Insurance
1593,18-24,Medium,197,268,129,4,2022-09-25 22:35:10,70.51,77,0,False,Home Goods,Backpacker,1,Masters Degree,Own,None
1594,55+,Medium,201,237,62,1,2022-12-06 12:53:36,35.49,60,0,False,Apparel,Leisure,1,Masters Degree,Rent,None
1595,18-24,Medium,124,284,119,1,2023-08-15 14:36:13,38.69,106,0,True,"Books, Fitness",Family,1,Masters Degree,Own,None
1596,55+,Medium,94,181,101,2,2021-11-16 02:47:03,19.66,11,3,False,"Electronics, Home Goods",Family,4,Bachelors Degree,Own,None
1597,25-34,High,72,260,84,0,2022-03-30 03:07:08,71.13,49,0,False,"Electronics, Fitness",Solo,2,PhD,Rent,None
1598,18-24,High,72,159,41,1,2024-07-20 14:18:36,67.5,33,1,False,Apparel,Unknown,1,Masters Degree,Rent,Planning Vacation
1599,45-54,Low,30,67,144,3,2025-04-22 13:40:35,48.32,64,3,False,"Apparel, Groceries",Backpacker,2,High School,Rent,None
1600,25-34,Low,64,259,69,8,2023-08-19 08:52:11,38.63,87,0,False,"Books, Electronics",Unknown,4,High School,Rent,In-Market for Car
1601,35-44,Medium,100,211,113,9,2024-10-23 08:01:22,78.58,27,0,False,Fitness,Leisure,3,PhD,Own,None
1602,25-34,Medium,101,179,101,6,2025-04-05 13:40:29,61.8,38,0,False,Fitness,Leisure,5,Bachelors Degree,Rent,In-Market for Car
1603,25-34,Medium,100,273,10,11,2024-04-01 13:26:19,45.1,23,2,False,"Groceries, Books",Family,5,Bachelors Degree,Rent,In-Market for Home
1604,25-34,High,55,96,51,4,2022-01-12 20:49:22,87.77,41,0,False,Fitness,Unknown,5,Bachelors Degree,Rent,None
1605,55+,High,160,93,44,4,2025-05-27 22:58:05,58.01,61,1,False,"Electronics, Books",Business,1,PhD,Rent,None
1606,55+,Medium,90,254,61,2,2021-08-05 14:29:00,66.1,92,0,False,"Groceries, Apparel",Leisure,5,High School,Own,Seeking Insurance
1607,18-24,Low,155,294,66,0,2024-05-27 07:25:50,22.63,70,3,False,Home Goods,Solo,2,Bachelors Degree,Own,None
1608,25-34,Low,179,91,65,6,2023-08-03 17:12:24,10.0,37,0,False,Home Goods,Business,5,High School,Own,None
1609,18-24,Low,152,73,91,6,2023-03-15 12:06:12,48.26,27,0,False,"Fitness, Apparel",Leisure,1,High School,Own,In-Market for Home
1610,45-54,Medium,238,144,158,1,2022-10-21 23:15:10,44.0,14,1,False,Fitness,Business,2,PhD,Rent,None
1611,35-44,Medium,39,185,190,7,2023-12-17 13:01:17,65.88,78,0,False,"Fitness, Groceries",Unknown,1,PhD,Own,In-Market for Car
1612,35-44,Medium,235,240,95,5,2021-10-13 11:54:34,58.93,47,0,False,Fitness,Unknown,3,Bachelors Degree,Rent,None
1613,55+,Medium,27,178,95,10,2022-02-18 19:31:24,65.88,6,4,False,"Books, Electronics",Unknown,2,High School,Rent,None
1614,45-54,Low,141,178,170,3,2025-02-12 22:16:34,43.12,55,0,False,"Home Goods, Groceries",Unknown,2,Bachelors Degree,Rent,None
1615,55+,Medium,34,238,157,9,2023-04-11 16:40:49,65.74,96,0,False,Home Goods,Unknown,4,Bachelors Degree,Own,None
1616,18-24,High,119,48,147,0,2022-05-19 12:53:39,81.99,40,2,False,"Home Goods, Electronics",Leisure,4,Masters Degree,Own,None
1617,25-34,Low,70,175,167,5,2021-08-08 11:38:39,38.3,88,1,False,Apparel,Leisure,3,PhD,Rent,None
1618,25-34,Medium,250,167,94,3,2022-10-24 22:03:56,51.98,3,1,False,Home Goods,Backpacker,3,Masters Degree,Own,None
1619,18-24,Medium,65,203,153,12,2022-12-14 17:40:21,46.02,109,2,True,Electronics,Solo,5,Bachelors Degree,Own,None
1620,18-24,High,56,256,26,2,2022-01-03 16:04:39,92.7,74,0,False,Electronics,Unknown,1,PhD,Rent,None
1621,45-54,Medium,199,255,41,7,2024-04-09 13:47:40,55.92,30,0,False,Apparel,Solo,5,High School,Own,None
1622,55+,Low,32,283,67,4,2022-09-13 05:32:52,57.16,49,4,False,Apparel,Business,4,Bachelors Degree,Own,None
1623,25-34,Low,60,264,147,4,2023-08-02 01:23:40,48.49,69,0,False,"Apparel, Electronics",Backpacker,3,PhD,Own,Planning Vacation
1624,55+,High,158,224,45,11,2023-07-10 01:54:45,93.19,118,3,True,Groceries,Backpacker,3,Masters Degree,Rent,None
1625,35-44,Medium,76,196,196,4,2023-12-18 12:06:05,62.18,52,0,False,Books,Business,2,Bachelors Degree,Own,None
1626,45-54,High,27,233,64,5,2022-05-10 07:35:23,99.83,57,4,False,Fitness,Family,1,High School,Own,None
1627,45-54,Medium,165,116,114,3,2021-10-23 22:26:01,30.9,117,2,True,"Fitness, Apparel",Business,5,Masters Degree,Rent,None
1628,55+,Medium,212,136,173,2,2023-12-07 00:04:30,68.34,106,4,True,"Groceries, Home Goods",Backpacker,5,Bachelors Degree,Rent,None
1629,35-44,Low,131,258,59,3,2021-10-15 10:19:51,97.24,69,0,False,"Apparel, Home Goods",Leisure,5,Bachelors Degree,Own,None
1630,55+,Low,199,229,44,5,2023-02-07 20:49:03,20.83,11,0,False,"Electronics, Fitness",Family,3,High School,Own,None
1631,25-34,Low,41,76,130,4,2023-03-06 14:13:07,37.69,32,1,False,"Groceries, Electronics",Leisure,5,High School,Own,None
1632,35-44,High,128,131,159,3,2024-06-10 11:49:39,111.45,59,0,False,Home Goods,Unknown,1,PhD,Own,None
1633,45-54,High,146,224,124,7,2024-12-01 02:58:40,83.38,69,0,False,Apparel,Leisure,3,PhD,Rent,None
1634,18-24,Low,37,248,146,7,2024-05-16 07:35:53,44.74,39,0,False,Fitness,Family,1,Masters Degree,Own,None
1635,55+,Medium,119,202,86,4,2021-11-02 08:41:03,51.79,8,0,False,"Apparel, Fitness",Unknown,5,Masters Degree,Rent,None
1636,45-54,Low,75,152,149,6,2023-08-22 12:52:50,30.83,78,0,False,Home Goods,Unknown,4,Bachelors Degree,Own,None
1637,18-24,Low,58,156,6,9,2023-02-07 17:16:06,43.49,79,0,False,"Groceries, Fitness",Unknown,4,Masters Degree,Rent,None
1638,25-34,High,33,156,124,5,2023-02-09 19:33:26,90.83,87,2,False,Home Goods,Solo,3,High School,Own,None
1639,18-24,Medium,91,89,139,1,2023-06-24 20:55:41,43.99,3,1,False,Fitness,Business,2,High School,Rent,Planning Vacation
1640,45-54,Low,236,82,66,5,2023-04-23 12:33:52,45.32,8,2,False,"Electronics, Fitness",Family,1,Masters Degree,Rent,Planning Vacation
1641,25-34,Low,51,178,130,7,2025-03-26 09:02:55,43.01,81,0,False,"Books, Electronics",Unknown,4,PhD,Rent,None
1642,35-44,High,66,298,143,10,2024-05-08 18:50:31,142.86,107,2,True,Apparel,Business,1,Bachelors Degree,Own,None
1643,55+,Low,62,105,160,7,2021-11-09 17:22:32,28.72,52,3,False,Apparel,Backpacker,5,High School,Rent,None
1644,25-34,Low,205,235,98,5,2023-10-28 20:50:33,21.32,112,0,True,Home Goods,Family,3,Masters Degree,Own,In-Market for Home
1645,45-54,High,223,101,154,2,2022-03-25 20:45:55,92.74,79,0,False,"Books, Apparel",Leisure,3,PhD,Own,None
1646,18-24,Medium,70,67,115,3,2025-02-20 10:59:44,55.02,108,0,True,"Electronics, Books",Backpacker,3,Bachelors Degree,Own,Seeking Insurance
1647,35-44,Medium,11,251,159,6,2022-12-24 00:05:42,76.97,64,2,False,Fitness,Family,4,High School,Own,None
1648,18-24,Low,239,149,55,10,2022-05-25 18:57:09,60.31,19,0,False,Books,Leisure,5,PhD,Rent,None
1649,25-34,High,239,77,18,0,2025-02-13 23:04:22,80.97,74,0,False,Books,Backpacker,3,Bachelors Degree,Rent,None
1650,18-24,High,174,74,130,1,2021-12-30 15:02:30,82.8,45,2,False,"Apparel, Fitness",Unknown,1,High School,Rent,None
1651,35-44,Medium,158,183,68,7,2025-04-10 20:04:45,60.53,42,0,False,Home Goods,Family,5,PhD,Rent,None
1652,45-54,Medium,67,87,191,6,2023-10-29 14:00:16,48.03,9,2,False,Groceries,Business,3,High School,Rent,None
1653,45-54,Low,77,286,111,5,2024-02-24 01:13:35,42.34,115,0,True,Books,Family,4,Bachelors Degree,Own,None
1654,25-34,High,33,239,62,5,2023-08-11 18:58:58,99.12,9,1,False,"Home Goods, Apparel",Solo,5,Bachelors Degree,Rent,In-Market for Home
1655,35-44,Medium,144,155,138,5,2024-12-16 08:32:45,109.58,114,0,True,"Books, Fitness",Unknown,4,Masters Degree,Rent,None
1656,45-54,High,153,315,105,8,2024-09-27 06:09:49,83.89,79,1,False,"Apparel, Groceries",Family,4,PhD,Rent,None
1657,45-54,Low,73,20,63,5,2023-05-19 13:12:25,79.11,76,0,False,"Groceries, Electronics",Leisure,4,Bachelors Degree,Rent,None
1658,55+,Medium,118,67,142,7,2022-02-20 23:56:12,28.25,78,0,False,"Fitness, Apparel",Unknown,2,Masters Degree,Own,None
1659,45-54,Medium,71,82,189,6,2022-07-30 04:05:01,50.03,85,0,False,"Electronics, Home Goods",Unknown,1,PhD,Own,None
1660,55+,High,199,130,143,6,2024-06-08 02:11:09,60.29,55,1,False,Home Goods,Leisure,5,PhD,Own,In-Market for Car
1661,55+,Medium,67,84,125,5,2024-10-07 12:27:20,26.62,31,1,False,"Fitness, Home Goods",Leisure,5,PhD,Own,None
1662,35-44,Low,208,37,202,5,2023-06-10 02:33:08,85.76,60,0,False,Fitness,Family,3,Bachelors Degree,Rent,None
1663,18-24,Low,34,224,171,4,2024-03-08 18:45:59,63.68,60,0,False,"Home Goods, Apparel",Unknown,5,Bachelors Degree,Own,None
1664,45-54,High,84,264,186,7,2025-05-31 00:40:56,63.63,34,0,False,Apparel,Unknown,2,High School,Rent,Planning Vacation
1665,18-24,Medium,200,19,119,1,2021-12-15 04:15:46,11.03,11,0,False,"Groceries, Apparel",Leisure,3,High School,Rent,None
1666,35-44,Medium,37,68,108,0,2024-03-23 03:55:59,65.09,100,0,False,"Home Goods, Electronics",Unknown,2,Bachelors Degree,Rent,In-Market for Home
1667,18-24,High,76,74,58,6,2024-04-10 16:23:41,107.93,2,0,False,"Apparel, Home Goods",Backpacker,4,High School,Rent,In-Market for Home
1668,35-44,High,158,202,175,2,2023-05-30 20:17:11,90.23,117,0,True,Groceries,Unknown,2,Bachelors Degree,Own,None
1669,18-24,Low,149,282,117,6,2021-07-20 14:59:22,44.36,13,2,False,"Groceries, Home Goods",Solo,4,PhD,Rent,None
1670,25-34,Medium,199,263,67,3,2025-04-10 12:40:20,35.25,24,2,False,"Home Goods, Books",Unknown,2,High School,Rent,In-Market for Car
1671,35-44,High,215,156,117,10,2021-11-11 22:04:54,118.7,9,0,False,"Home Goods, Books",Leisure,2,Masters Degree,Rent,None
1672,55+,High,181,156,172,5,2024-05-25 17:56:37,58.89,24,1,False,Electronics,Unknown,4,Bachelors Degree,Rent,None
1673,35-44,Low,124,23,132,6,2023-05-24 07:03:01,75.83,38,0,False,"Electronics, Groceries",Business,5,Bachelors Degree,Own,Seeking Insurance
1674,18-24,Medium,65,88,76,1,2024-03-21 02:25:13,40.31,63,0,False,"Groceries, Books",Unknown,5,High School,Own,Seeking Insurance
1675,35-44,High,64,130,164,4,2023-07-13 08:47:52,110.95,3,0,False,"Apparel, Home Goods",Unknown,1,Bachelors Degree,Own,None
1676,35-44,Low,66,188,177,10,2022-04-30 06:58:11,109.69,110,0,True,Home Goods,Family,4,Masters Degree,Rent,None
1677,18-24,Low,47,89,170,11,2023-08-24 23:29:55,46.64,36,0,False,Fitness,Unknown,2,PhD,Rent,In-Market for Car
1678,45-54,Medium,126,234,197,9,2021-07-09 23:09:52,22.53,95,2,True,"Apparel, Fitness",Leisure,5,PhD,Rent,None
1679,18-24,Low,247,244,93,7,2022-10-26 02:42:35,18.73,16,0,False,"Fitness, Home Goods",Leisure,1,Bachelors Degree,Own,Planning Vacation
1680,18-24,Low,121,73,97,1,2022-02-18 00:51:29,46.25,101,0,True,"Electronics, Fitness",Leisure,5,PhD,Rent,Planning Vacation
1681,55+,High,183,47,168,0,2025-05-20 23:34:28,105.98,58,1,False,"Apparel, Home Goods",Business,3,Masters Degree,Own,None
1682,55+,Medium,76,256,69,8,2024-03-04 02:51:31,52.63,81,0,False,Apparel,Leisure,3,Masters Degree,Own,None
1683,55+,Low,78,12,114,5,2024-03-04 05:16:44,69.75,22,0,False,Home Goods,Solo,2,Bachelors Degree,Own,Planning Vacation
1684,35-44,High,60,258,152,4,2024-02-29 15:15:15,147.12,13,0,False,Electronics,Backpacker,4,Masters Degree,Rent,None
1685,25-34,Medium,169,189,72,4,2024-08-04 17:36:17,18.23,41,0,False,"Home Goods, Fitness",Leisure,3,Bachelors Degree,Rent,None
1686,55+,Low,138,190,140,6,2022-02-07 17:26:35,39.27,59,1,False,Groceries,Family,4,PhD,Rent,None
1687,18-24,Medium,146,180,68,5,2021-09-15 10:25:55,49.15,82,1,False,Apparel,Family,5,Bachelors Degree,Own,Planning Vacation
1688,18-24,High,184,159,146,3,2022-08-18 02:31:40,92.01,91,0,False,"Fitness, Books",Unknown,4,High School,Own,None
1689,25-34,Medium,155,36,111,6,2024-11-07 16:09:00,15.22,109,3,True,Electronics,Family,5,Masters Degree,Own,None
1690,18-24,High,101,106,142,3,2024-06-13 19:24:09,124.65,94,4,True,Home Goods,Solo,5,Bachelors Degree,Own,None
1691,55+,High,50,221,6,7,2024-02-12 11:32:35,84.44,15,1,False,"Books, Home Goods",Unknown,4,Masters Degree,Own,In-Market for Car
1692,55+,High,146,85,50,7,2024-10-23 05:47:20,94.45,12,0,False,"Electronics, Home Goods",Unknown,3,Bachelors Degree,Rent,None
1693,45-54,Medium,72,137,168,0,2021-09-20 10:44:19,51.79,43,2,False,"Books, Home Goods",Unknown,1,Bachelors Degree,Own,In-Market for Car
1694,18-24,High,137,155,84,1,2022-07-06 10:38:06,75.81,115,1,True,"Apparel, Books",Unknown,1,Masters Degree,Rent,Planning Vacation
1695,35-44,Low,136,194,140,2,2023-06-24 04:47:32,97.12,69,0,False,"Apparel, Electronics",Backpacker,3,PhD,Rent,In-Market for Car
1696,35-44,Low,220,79,100,7,2021-11-29 12:29:40,75.43,93,0,False,Fitness,Solo,5,Masters Degree,Own,None
1697,45-54,High,231,272,171,13,2022-07-03 14:15:20,131.39,37,1,False,Apparel,Business,4,PhD,Own,In-Market for Car
1698,45-54,Low,235,169,205,6,2025-01-10 14:59:08,40.58,63,0,False,"Apparel, Books",Business,4,Masters Degree,Own,None
1699,18-24,Medium,180,29,0,7,2021-08-24 08:36:19,53.44,110,1,True,"Electronics, Books",Unknown,5,Masters Degree,Own,None
1700,25-34,High,145,290,61,4,2024-10-15 04:04:15,66.21,104,0,True,Apparel,Unknown,2,Bachelors Degree,Own,Seeking Insurance
1701,18-24,Low,225,177,13,0,2022-06-25 01:39:00,10.0,34,1,False,"Home Goods, Apparel",Family,1,Masters Degree,Rent,None
1702,25-34,High,210,184,38,3,2024-07-05 22:05:47,84.11,110,0,True,"Fitness, Groceries",Unknown,5,PhD,Rent,None
1703,45-54,Medium,217,172,186,2,2022-07-18 10:43:01,60.35,100,1,False,Apparel,Business,1,PhD,Own,Seeking Insurance
1704,18-24,Medium,211,79,93,4,2023-10-19 08:00:32,50.26,90,0,False,"Groceries, Home Goods",Backpacker,2,PhD,Own,In-Market for Home
1705,18-24,Low,233,229,119,5,2025-04-01 07:10:44,34.24,82,0,False,Apparel,Unknown,1,PhD,Rent,In-Market for Home
1706,55+,Medium,237,279,110,7,2021-08-20 05:26:31,35.31,24,3,False,Groceries,Backpacker,3,PhD,Own,None
1707,45-54,Medium,233,17,69,3,2024-05-31 20:38:38,51.7,26,0,False,Books,Solo,2,PhD,Rent,None
1708,35-44,High,88,251,150,2,2023-05-09 05:27:11,136.15,68,1,False,"Books, Fitness",Business,2,High School,Own,Planning Vacation
1709,25-34,Low,162,11,128,2,2025-04-22 04:07:25,10.0,77,0,False,"Groceries, Apparel",Backpacker,5,PhD,Rent,None
1710,45-54,High,201,118,79,8,2021-09-28 21:59:16,122.21,91,4,True,Fitness,Unknown,5,Bachelors Degree,Rent,None
1711,35-44,Medium,180,53,76,4,2024-05-11 22:37:23,106.09,3,3,False,Electronics,Business,4,Masters Degree,Rent,None
1712,18-24,Medium,242,161,152,2,2021-12-06 00:57:46,44.1,22,1,False,"Books, Electronics",Solo,2,Bachelors Degree,Rent,Seeking Insurance
1713,35-44,Medium,10,160,143,4,2022-05-23 21:41:26,112.88,40,1,False,"Groceries, Fitness",Family,2,High School,Own,None
1714,45-54,Low,23,6,127,7,2024-02-03 23:39:14,47.02,72,1,False,Apparel,Unknown,5,Bachelors Degree,Rent,None
1715,25-34,Low,238,281,65,3,2024-12-24 12:23:24,47.6,31,0,False,Books,Solo,4,Bachelors Degree,Own,None
1716,18-24,High,79,233,7,7,2025-03-03 11:42:09,82.28,22,2,False,"Electronics, Home Goods",Business,3,Masters Degree,Rent,In-Market for Car
1717,25-34,Medium,157,172,82,7,2022-10-19 18:20:33,29.09,117,0,True,"Fitness, Books",Family,5,Masters Degree,Own,None
1718,18-24,High,216,79,62,8,2024-07-04 15:08:32,70.66,112,0,True,Home Goods,Solo,5,Masters Degree,Own,In-Market for Car
1719,35-44,Low,28,112,64,4,2024-06-22 23:47:34,34.05,118,1,True,"Apparel, Home Goods",Solo,1,Bachelors Degree,Own,None
1720,18-24,High,152,59,109,7,2021-12-06 09:01:35,67.63,27,3,False,Groceries,Unknown,1,PhD,Rent,Planning Vacation
1721,45-54,Medium,66,287,143,7,2022-08-03 17:22:44,55.6,80,0,False,Fitness,Unknown,5,Bachelors Degree,Own,None
1722,45-54,High,134,75,143,8,2022-08-16 18:09:39,111.52,14,0,False,"Groceries, Electronics",Unknown,4,High School,Own,None
1723,25-34,Medium,170,34,156,9,2024-09-25 02:06:21,64.89,67,1,False,Fitness,Unknown,1,Masters Degree,Rent,None
1724,35-44,Medium,231,213,59,1,2023-11-27 00:43:49,81.28,8,1,False,Fitness,Backpacker,5,Masters Degree,Own,In-Market for Home
1725,45-54,High,64,40,46,4,2024-08-22 19:12:23,66.33,45,0,False,"Home Goods, Electronics",Family,2,Bachelors Degree,Own,None
1726,55+,High,146,180,101,1,2021-08-08 13:23:20,108.46,118,0,True,Electronics,Unknown,5,High School,Rent,In-Market for Home
1727,55+,Medium,187,99,97,4,2024-08-06 08:23:06,58.85,102,3,True,"Books, Groceries",Backpacker,3,PhD,Rent,None
1728,45-54,Medium,200,83,149,7,2021-08-02 03:41:11,46.12,71,1,False,"Apparel, Books",Unknown,4,High School,Rent,In-Market for Home
1729,25-34,Low,166,142,178,2,2024-05-07 18:51:44,36.48,7,0,False,"Books, Groceries",Unknown,2,Masters Degree,Rent,None
1730,18-24,Low,42,176,57,3,2023-10-17 09:36:15,54.72,33,0,False,Apparel,Business,5,High School,Rent,In-Market for Car
1731,25-34,Medium,154,15,174,3,2022-02-16 14:39:37,49.59,11,0,False,"Groceries, Apparel",Unknown,1,High School,Own,None
1732,18-24,Low,242,300,134,0,2022-12-11 13:36:25,33.99,66,0,False,Home Goods,Backpacker,3,Masters Degree,Rent,Planning Vacation
1733,18-24,High,104,294,104,3,2024-01-07 09:47:41,54.13,38,3,False,"Home Goods, Books",Backpacker,3,Masters Degree,Own,None
1734,25-34,High,215,56,13,8,2021-07-11 13:43:16,110.98,40,2,False,"Apparel, Books",Backpacker,5,High School,Rent,None
1735,35-44,Medium,85,296,78,7,2024-05-27 04:05:34,74.97,46,2,False,"Home Goods, Apparel",Unknown,1,Bachelors Degree,Rent,None
1736,45-54,Low,123,300,178,2,2023-12-17 05:11:45,47.08,69,4,False,Books,Solo,5,Bachelors Degree,Rent,None
